Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
NIRMAL,BHAINSA,BASAR,BASAR,KIRGUL-K,2,COMMERCIAL,2,0,0.0,2.0
NIRMAL,BHAINSA,BASAR,LOHESRA,EDDUR,2,COMMERCIAL,2,1,69.0,7.0
NIRMAL,BHAINSA,BASAR,LOHESRA,GADCHANDA,2,COMMERCIAL,21,19,6186.0,36.18
NIRMAL,BHAINSA,BASAR,BASAR,SAWERGOAM,2,COMMERCIAL,2,0,0.0,1.5
NIRMAL,BHAINSA,BASAR,LOHESRA,GODISRA,2,COMMERCIAL,8,1,3123.0,17.5
NIRMAL,BHAINSA,BASAR,BASAR,VONI,2,COMMERCIAL,3,2,216.0,4.14
NIRMAL,BHAINSA,BASAR,LOHESRA,HADGOAM,2,COMMERCIAL,3,0,0.0,4.0
NIRMAL,BHAINSA,BASAR,LOHESRA,ABDULLAPUR,2,COMMERCIAL,49,42,14111.0,64.96
NIRMAL,BHAINSA,BASAR,LOHESRA,JOHARPOOR,2,COMMERCIAL,2,0,0.0,1.25
NIRMAL,BHAINSA,BASAR,LOHESRA,BAGAPUR,2,COMMERCIAL,1,0,0.0,1.0
NIRMAL,BHAINSA,BASAR,LOHESRA,KANKAPUR,2,COMMERCIAL,17,13,5630.0,50.18
NIRMAL,BHAINSA,BASAR,LOHESRA,KISTAPUR,2,COMMERCIAL,8,8,904.0,9.7
ASIFABAD,ASIFABAD,ASIFABAD,REBBENA,KISTAPUR,2,COMMERCIAL,6,5,359.0,6.14
ASIFABAD,ASIFABAD,ASIFABAD,REBBENA,KOMURAVELLI,2,COMMERCIAL,2,2,189.0,4.0
ASIFABAD,ASIFABAD,ASIFABAD,REBBENA,KONDA PALLY (R),2,COMMERCIAL,8,7,728.0,6.47
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,THIRYANI,2,COMMERCIAL,67,56,15477.0,118.73
NIRMAL,BHAINSA,BASAR,BASAR,KOWTHA,2,COMMERCIAL,10,0,0.0,23.0
